Sleep Stage,MeanP_Alpha_F4,MedianF_Alpha_F4,MeanF_Alpha_F4,Spectral Edge_Alpha_F4,PeakF_Alpha_F4,MeanP_Beta_F4,MedianF_Beta_F4,MeanF_Beta_F4,Spectral Edge_Beta_F4,PeakF_Beta_F4,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4,MeanP_Gamma_F4,MedianF_Gamma_F4,MeanF_Gamma_F4,Spectral Edge_Gamma_F4,PeakF_Gamma_F4,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4,MeanP_Beta_C4,MedianF_Beta_C4,MeanF_Beta_C4,Spectral Edge_Beta_C4,PeakF_Beta_C4,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4,MeanP_Gamma_C4,MedianF_Gamma_C4,MeanF_Gamma_C4,Spectral Edge_Gamma_C4,PeakF_Gamma_C4,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2,MeanP_Beta_O2,MedianF_Beta_O2,MeanF_Beta_O2,Spectral Edge_Beta_O2,PeakF_Beta_O2,MeanP_Theta_O2,MedianF_Theta_O2,MeanF_Theta_O2,Spectral Edge_Theta_O2,PeakF_Theta_O2,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2,MeanP_Gamma_O2,MedianF_Gamma_O2,MeanF_Gamma_O2,Spectral Edge_Gamma_O2,PeakF_Gamma_O2
NREM,0.00015,9.1161,16.23415,15.23512,6.61854,0.00016,17.23317,49.82634,49.95122,49.95122,0.00029,4.99512,10.98927,9.1161,3.74634,0.00136,1.1239,5.74439,3.12195,0.49951,0.00013,49.95122,49.95122,50.0761,49.95122,0.00014,8.74146,15.48488,14.86049,6.61854,0.00012,14.98537,25.47512,29.72098,49.95122,0.00028,4.87024,10.61463,8.74146,3.74634,0.00103,1.49854,5.74439,3.49659,0.74927,3.95e-05,49.82634,49.95122,50.0761,49.95122,0.0001,8.86634,15.98439,15.23512,7.61756,0.0001,15.98439,28.72195,41.45951,49.95122,0.00017,5.36976,10.98927,9.1161,4.74537,0.0006,1.1239,6.36878,3.49659,0.49951,4.55e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00016,9.99024,15.48488,14.73561,6.61854,0.00018,15.60976,49.82634,49.95122,49.95122,0.00023,5.61951,11.98829,10.24,6.61854,0.00106,0.87415,6.49366,2.99707,0.37463,0.00013,49.82634,49.95122,50.0761,49.95122,0.00015,10.11512,14.98537,14.61073,6.61854,0.00014,14.2361,24.10146,27.22341,14.36098,0.00022,5.36976,12.4878,10.11512,5.61951,0.00098,1.24878,5.86927,2.99707,0.49951,3.94e-05,49.82634,49.95122,49.95122,49.95122,0.00012,8.61659,15.36,14.61073,6.49366,0.00011,14.98537,28.59707,37.96293,49.95122,0.00021,5.36976,10.98927,8.74146,4.49561,0.00054,1.49854,6.49366,3.87122,0.49951,4.74e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00016,9.49073,15.73463,14.98537,6.61854,0.00017,15.98439,49.82634,49.95122,49.95122,0.00025,4.99512,11.98829,9.61561,4.74537,0.00107,0.87415,6.2439,3.37171,0.62439,0.00013,49.95122,49.95122,50.0761,49.95122,0.00016,10.11512,14.61073,14.36098,13.86146,0.00015,13.98634,22.85268,25.6,13.86146,0.00025,4.99512,13.1122,9.61561,3.87122,0.00076,1.37366,6.2439,3.87122,0.87415,3.86e-05,49.82634,49.95122,50.0761,49.95122,0.00011,8.99122,15.85951,14.73561,9.61561,0.00011,15.23512,28.59707,38.33756,49.95122,0.00019,5.24488,11.3639,8.99122,4.87024,0.00052,1.49854,6.36878,3.74634,0.99902,4.56e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00019,8.99122,15.60976,14.73561,6.49366,0.00018,15.85951,49.70146,49.82634,49.95122,0.00033,5.12,11.11415,9.24098,3.74634,0.00148,0.99902,6.11902,3.12195,0.49951,0.00013,49.82634,49.95122,50.0761,49.95122,0.00017,8.86634,15.11024,14.48585,6.49366,0.00014,14.48585,23.85171,26.7239,49.95122,0.00031,5.12,10.73951,8.99122,3.74634,0.00114,1.49854,6.11902,3.62146,0.74927,3.82e-05,49.82634,49.95122,49.95122,49.95122,0.0001,8.74146,16.4839,15.73463,6.49366,0.0001,16.73366,27.8478,40.83512,49.95122,0.00018,5.12,10.73951,8.86634,3.74634,0.00067,1.24878,6.2439,3.62146,0.74927,4.54e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00017,9.61561,15.11024,14.48585,9.86537,0.00017,15.48488,49.82634,49.95122,49.95122,0.00027,4.99512,11.73854,9.74049,3.87122,0.0016,0.74927,5.74439,2.8722,0.37463,0.00013,49.82634,49.95122,50.0761,49.95122,0.00015,9.61561,14.86049,14.48585,7.86732,0.00013,13.98634,23.97659,27.8478,49.95122,0.00026,4.87024,11.73854,9.61561,4.87024,0.00123,1.24878,5.74439,3.12195,0.37463,3.9e-05,49.82634,49.95122,49.95122,49.95122,0.00011,8.61659,15.85951,14.86049,6.86829,0.0001,15.60976,28.72195,40.96,49.95122,0.00019,5.36976,10.73951,8.86634,3.9961,0.00059,1.1239,6.36878,3.74634,0.62439,4.53e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00018,8.99122,15.60976,14.73561,11.23902,0.00017,15.98439,49.82634,49.95122,49.95122,0.00033,4.87024,11.11415,9.1161,3.9961,0.00175,0.87415,5.86927,3.12195,0.74927,0.00013,49.95122,49.95122,50.0761,49.95122,0.00015,8.49171,15.23512,14.48585,5.99415,0.00012,14.61073,25.10049,29.84585,49.95122,0.00031,4.62049,10.61463,8.49171,3.9961,0.00131,1.24878,5.74439,3.49659,0.49951,3.78e-05,49.82634,49.95122,50.0761,49.95122,0.00011,7.61756,15.85951,14.73561,6.61854,9.63e-05,15.98439,28.84683,41.58439,49.95122,0.00023,5.24488,9.99024,7.9922,4.37073,0.00054,1.49854,6.49366,4.12098,0.49951,4.38e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00018,8.86634,15.48488,14.48585,9.74049,0.00017,16.10927,49.82634,49.95122,49.95122,0.00032,4.99512,10.98927,9.24098,4.62049,0.00138,0.99902,6.11902,3.24683,0.74927,0.00013,49.82634,49.95122,49.95122,49.95122,0.00018,8.99122,14.73561,14.2361,9.74049,0.00014,14.11122,23.97659,26.7239,49.95122,0.00031,5.12,10.98927,9.24098,4.62049,0.00119,1.1239,6.11902,3.49659,0.99902,3.94e-05,49.82634,49.95122,49.95122,49.95122,0.00011,8.49171,15.85951,14.98537,6.86829,0.0001,15.98439,28.59707,40.46049,49.95122,0.0002,4.99512,10.61463,8.74146,4.74537,0.00057,1.1239,6.49366,3.87122,0.37463,4.53e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00022,9.24098,16.23415,15.36,8.24195,0.00023,17.35805,36.08976,49.82634,49.95122,0.00035,4.74537,11.11415,9.36585,3.74634,0.00227,0.74927,5.49463,2.8722,0.74927,0.00015,49.82634,49.95122,49.95122,49.95122,0.0002,8.99122,15.85951,14.86049,8.24195,0.00019,15.48488,26.34927,29.5961,49.95122,0.00033,5.12,11.11415,9.24098,3.74634,0.00185,0.87415,5.61951,2.99707,0.74927,5.47e-05,49.70146,49.82634,49.95122,49.95122,0.00013,8.61659,16.60878,15.85951,7.11805,0.00014,17.48293,29.09659,35.84,49.95122,0.00021,5.74439,10.98927,8.86634,5.61951,0.00073,0.99902,6.61854,3.37171,0.74927,5.84e-05,49.82634,49.82634,49.95122,49.95122
NREM,0.00054,10.61463,18.48195,18.35707,10.11512,0.00088,18.85659,29.97073,32.71805,49.95122,0.00047,6.86829,13.86146,11.61366,6.36878,0.00158,0.87415,7.74244,3.12195,0.37463,0.00033,41.70927,49.82634,49.95122,49.95122,0.00052,10.48976,18.48195,18.35707,8.49171,0.00082,18.60683,28.97171,31.96878,14.11122,0.00045,7.11805,13.86146,11.3639,8.49171,0.00082,1.1239,8.49171,4.12098,0.99902,0.00023,32.71805,41.70927,49.82634,49.95122,0.00053,10.61463,18.85659,18.73171,10.24,0.00095,19.3561,30.09561,32.34341,14.11122,0.0004,7.11805,14.11122,12.73756,6.36878,0.00057,0.99902,9.49073,4.87024,0.49951,0.00029,32.71805,41.45951,49.82634,49.95122
NREM,0.00019,9.36585,15.60976,15.11024,7.86732,0.0002,15.73463,49.70146,49.82634,49.95122,0.00029,5.24488,11.48878,9.61561,4.62049,0.00181,0.74927,5.61951,2.74732,0.62439,0.00013,49.82634,49.95122,49.95122,49.95122,0.00017,9.1161,15.48488,14.86049,7.49268,0.00015,14.73561,23.72683,26.47415,49.95122,0.00028,5.12,11.11415,9.36585,4.62049,0.00126,1.1239,5.86927,2.99707,0.62439,3.96e-05,49.82634,49.95122,49.95122,49.95122,0.00012,8.61659,15.85951,15.11024,7.3678,0.0001,15.85951,28.59707,39.71122,49.95122,0.00018,5.99415,10.61463,9.1161,7.3678,0.00048,1.1239,6.99317,3.74634,0.99902,4.52e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00018,9.61561,15.48488,14.61073,6.61854,0.00018,15.36,49.70146,49.82634,49.95122,0.00027,5.49463,11.86341,9.86537,3.74634,0.00115,0.74927,6.49366,3.37171,0.87415,0.00013,49.82634,49.95122,49.95122,49.95122,0.00018,9.99024,14.98537,14.61073,6.61854,0.00017,14.2361,22.47805,24.60098,14.36098,0.00027,5.49463,12.73756,9.99024,6.61854,0.00092,0.99902,6.49366,3.49659,0.87415,3.9e-05,49.82634,49.82634,49.95122,49.95122,0.00012,8.61659,15.48488,14.86049,6.61854,0.00011,14.98537,26.84878,35.34049,49.95122,0.00019,5.99415,11.11415,9.1161,6.61854,0.0006,0.99902,6.61854,3.74634,0.87415,4.32e-05,49.82634,49.82634,49.95122,49.95122
NREM,0.0002,9.36585,14.98537,14.2361,7.74244,0.00018,14.86049,49.70146,49.82634,49.95122,0.0003,5.49463,11.48878,9.74049,3.87122,0.00118,0.99902,6.36878,3.12195,0.37463,0.00013,49.82634,49.95122,49.95122,49.95122,0.00017,9.36585,14.98537,14.48585,9.86537,0.00014,13.98634,22.7278,25.10049,49.95122,0.00027,5.49463,11.61366,9.61561,3.9961,0.00078,1.49854,6.36878,3.62146,0.62439,3.68e-05,49.82634,49.82634,49.95122,49.95122,0.00012,8.74146,15.36,14.61073,7.49268,0.0001,15.11024,27.97268,40.46049,49.95122,0.00019,5.61951,10.73951,9.24098,3.9961,0.00056,1.1239,6.74341,3.74634,0.37463,4.4e-05,49.82634,49.82634,49.95122,49.95122
NREM,0.0003,9.49073,17.35805,16.98341,8.61659,0.00038,17.73268,30.22049,44.9561,49.95122,0.00041,5.74439,11.86341,9.86537,3.9961,0.00205,0.87415,6.2439,2.99707,0.62439,0.00019,49.82634,49.82634,49.95122,49.95122,0.00028,8.99122,17.10829,16.60878,8.61659,0.00032,17.23317,27.22341,30.96976,49.95122,0.00037,6.11902,11.73854,9.74049,5.86927,0.00164,0.74927,6.74341,2.99707,0.62439,9.53e-05,41.08488,49.82634,50.0761,49.95122,0.00016,9.61561,18.48195,17.85756,8.61659,0.00024,18.98146,28.09756,33.09268,49.95122,0.00019,6.36878,12.73756,10.11512,6.2439,0.00082,0.62439,6.99317,2.8722,0.62439,8.34e-05,41.45951,49.82634,49.95122,49.95122
NREM,0.00016,9.49073,15.98439,14.98537,6.99317,0.00017,16.60878,49.82634,49.95122,49.95122,0.00026,5.49463,11.3639,9.74049,3.74634,0.00104,0.99902,6.49366,3.37171,0.99902,0.00013,49.82634,49.95122,50.0761,49.95122,0.00014,9.49073,15.48488,14.61073,6.99317,0.00013,14.61073,24.22634,27.72293,49.95122,0.00024,5.36976,11.3639,9.61561,3.74634,0.00067,1.37366,6.49366,3.74634,1.24878,3.82e-05,49.82634,49.95122,49.95122,49.95122,0.0001,8.99122,15.98439,15.36,6.61854,0.0001,15.98439,27.72293,40.71024,49.95122,0.00016,5.86927,10.98927,9.49073,3.9961,0.00044,0.99902,6.74341,3.74634,0.87415,4.39e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00017,9.61561,15.73463,15.23512,6.86829,0.00018,15.85951,49.70146,49.82634,49.95122,0.00026,5.24488,11.73854,9.74049,4.62049,0.00084,1.1239,6.61854,3.74634,0.49951,0.00013,49.82634,49.95122,50.0761,49.95122,0.00014,9.61561,15.60976,15.11024,6.86829,0.00013,14.73561,24.10146,27.34829,49.95122,0.00024,4.99512,11.86341,9.49073,3.87122,0.00074,1.24878,6.36878,3.74634,0.62439,3.94e-05,49.82634,49.95122,49.95122,49.95122,0.0001,8.86634,15.98439,15.36,6.74341,0.0001,15.85951,27.97268,39.46146,49.95122,0.00017,5.49463,11.23902,9.24098,6.74341,0.00048,0.99902,6.74341,3.74634,0.74927,4.36e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00022,10.48976,14.48585,13.98634,11.11415,0.00021,13.86146,46.20488,49.82634,49.95122,0.00029,5.36976,11.98829,10.98927,4.74537,0.00111,0.99902,6.36878,3.37171,0.74927,0.00013,49.82634,49.95122,49.95122,49.95122,0.00019,10.73951,14.48585,14.2361,11.11415,0.00017,13.73659,22.10341,24.22634,14.11122,0.00027,5.12,12.61268,10.86439,4.74537,0.00102,0.99902,6.11902,3.37171,0.74927,3.93e-05,49.82634,49.95122,49.95122,49.95122,0.00011,9.36585,15.60976,14.61073,6.61854,0.00011,14.73561,27.22341,35.34049,49.95122,0.00017,5.74439,11.48878,9.49073,6.61854,0.00049,1.37366,6.61854,3.74634,0.62439,4.34e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00019,9.86537,15.73463,15.11024,9.99024,0.0002,15.60976,49.70146,49.82634,49.95122,0.00026,5.74439,11.86341,10.24,3.74634,0.00114,0.99902,6.36878,3.12195,0.49951,0.00013,49.82634,49.95122,50.0761,49.95122,0.00016,9.49073,15.36,14.73561,10.11512,0.00014,14.61073,24.10146,26.7239,49.95122,0.00024,5.74439,11.3639,9.86537,3.74634,0.00075,1.37366,6.49366,3.49659,0.87415,3.9e-05,49.82634,49.95122,50.0761,49.95122,0.00011,8.74146,15.60976,14.73561,7.49268,9.84e-05,15.73463,28.59707,41.45951,49.95122,0.00018,5.74439,10.73951,9.24098,4.62049,0.00052,0.99902,6.49366,3.74634,0.87415,4.4e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00019,9.74049,15.60976,14.86049,6.86829,0.0002,15.60976,47.32878,49.82634,49.95122,0.00031,5.12,11.73854,9.74049,4.12098,0.00159,0.99902,5.86927,2.99707,0.99902,0.00013,49.82634,49.95122,49.95122,49.95122,0.00018,10.11512,15.11024,14.61073,6.86829,0.00017,14.11122,22.47805,24.72585,13.98634,0.00028,5.24488,12.36293,9.86537,4.74537,0.00129,1.1239,5.99415,2.99707,0.99902,4.09e-05,49.82634,49.95122,49.95122,49.95122,9.95e-05,9.36585,16.10927,15.48488,6.74341,0.00011,15.85951,28.4722,37.21366,49.95122,0.00016,5.36976,12.11317,9.36585,4.12098,0.00064,0.99902,6.2439,3.24683,0.99902,4.51e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00016,9.36585,15.73463,15.11024,6.74341,0.00017,15.98439,49.70146,49.82634,49.95122,0.00029,4.99512,11.23902,9.24098,3.87122,0.00129,1.1239,5.74439,3.24683,0.37463,0.00013,49.82634,49.95122,49.95122,49.95122,0.00016,9.49073,15.23512,14.86049,6.74341,0.00014,14.48585,23.3522,26.59902,49.95122,0.00029,4.87024,11.23902,9.1161,3.87122,0.00105,1.24878,5.86927,3.62146,0.99902,3.86e-05,49.82634,49.95122,49.95122,49.95122,0.00013,8.36683,15.48488,14.61073,6.74341,0.00011,15.11024,27.97268,37.08878,49.95122,0.0002,5.86927,10.61463,8.99122,6.74341,0.00053,1.1239,6.74341,3.74634,0.37463,4.46e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00018,9.24098,15.60976,14.73561,6.86829,0.00017,15.73463,49.70146,49.82634,49.95122,0.0003,4.99512,11.3639,9.36585,3.74634,0.00134,0.99902,5.86927,2.99707,0.99902,0.00013,49.82634,49.95122,49.95122,49.95122,0.00016,9.24098,15.11024,14.73561,6.86829,0.00014,14.36098,23.3522,25.72488,49.95122,0.00026,5.24488,11.48878,9.49073,6.86829,0.00137,0.99902,5.74439,2.8722,0.99902,3.75e-05,49.82634,49.95122,49.95122,49.95122,0.00012,8.74146,15.36,14.61073,6.86829,0.00011,14.86049,27.47317,35.84,49.95122,0.00018,5.99415,10.98927,9.24098,6.2439,0.00057,1.24878,6.61854,3.37171,0.99902,4.32e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00021,9.74049,19.73073,18.73171,9.74049,0.00036,20.97951,32.84293,44.58146,49.95122,0.00032,4.99512,12.11317,9.74049,4.87024,0.00218,0.99902,5.24488,2.74732,0.99902,0.00021,49.82634,49.82634,49.95122,49.95122,0.00019,9.49073,18.2322,17.48293,9.74049,0.00027,20.23024,30.59512,34.46634,49.95122,0.00032,4.74537,11.61366,9.24098,3.74634,0.00235,0.99902,4.99512,2.74732,0.99902,0.0001,38.0878,49.70146,49.95122,49.95122,0.00014,9.49073,17.6078,16.60878,8.61659,0.00018,18.60683,30.34537,34.7161,49.95122,0.00019,5.74439,12.23805,9.61561,6.61854,0.00096,0.87415,6.2439,2.99707,0.49951,7.64e-05,45.08098,49.82634,49.95122,49.95122
NREM,0.0002,9.49073,15.85951,15.11024,7.24293,0.0002,16.10927,40.83512,49.82634,49.95122,0.0003,5.49463,11.3639,9.74049,3.62146,0.00187,0.87415,5.74439,2.74732,0.74927,0.00013,49.82634,49.95122,49.95122,49.95122,0.00017,8.74146,15.60976,14.73561,8.61659,0.00015,15.11024,24.72585,27.8478,49.95122,0.00028,5.61951,10.86439,9.36585,6.36878,0.0012,0.99902,6.11902,3.12195,0.74927,4.32e-05,49.82634,49.95122,49.95122,49.95122,0.00013,8.49171,15.73463,14.86049,8.61659,0.00011,15.60976,28.09756,34.96585,49.95122,0.0002,5.74439,10.98927,8.99122,5.61951,0.00047,1.24878,6.99317,3.9961,0.62439,4.58e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00016,9.36585,15.48488,14.86049,7.49268,0.00017,15.48488,49.70146,49.82634,49.95122,0.00026,5.36976,11.3639,9.49073,3.74634,0.00089,1.1239,6.2439,3.62146,0.87415,0.00013,49.82634,49.95122,49.95122,49.95122,0.00016,9.49073,15.23512,14.98537,14.11122,0.00016,14.48585,22.35317,24.97561,14.36098,0.00026,5.24488,12.73756,9.36585,3.74634,0.00103,1.1239,5.99415,3.49659,0.87415,3.86e-05,49.82634,49.82634,49.95122,49.95122,0.00011,9.49073,15.60976,14.98537,7.61756,0.00011,14.86049,26.7239,35.21561,49.95122,0.00017,5.61951,11.48878,9.74049,6.36878,0.00057,0.87415,6.49366,3.49659,0.49951,4.31e-05,49.82634,49.82634,49.95122,49.95122
NREM,0.00022,9.36585,15.48488,14.61073,10.36488,0.00021,15.48488,41.45951,49.82634,49.95122,0.00035,5.36976,11.11415,9.74049,4.37073,0.00202,0.87415,5.61951,2.74732,0.99902,0.00013,49.82634,49.95122,49.95122,49.95122,0.00021,9.36585,15.11024,14.36098,10.48976,0.00017,14.2361,23.72683,25.72488,49.95122,0.00034,5.12,10.98927,9.74049,4.74537,0.00204,0.99902,5.49463,2.74732,0.99902,4.07e-05,49.82634,49.95122,49.95122,49.95122,0.00011,8.74146,15.36,14.61073,7.74244,0.0001,15.23512,27.8478,40.83512,49.95122,0.00018,5.36976,10.86439,9.24098,5.24488,0.00103,0.87415,5.86927,2.8722,0.99902,4.43e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00018,9.49073,15.98439,15.48488,6.61854,0.0002,16.10927,44.58146,49.82634,49.95122,0.00028,5.36976,11.86341,9.61561,4.49561,0.00184,0.74927,5.74439,2.49756,0.62439,0.00013,49.82634,49.95122,50.0761,49.95122,0.00016,9.24098,15.85951,15.36,6.74341,0.00015,15.36,25.22537,28.72195,49.95122,0.00027,5.12,11.23902,9.36585,4.49561,0.0022,0.74927,5.36976,2.37268,0.74927,4.41e-05,49.82634,49.95122,49.95122,49.95122,0.00013,8.74146,15.98439,15.36,6.99317,0.00013,15.98439,27.59805,34.09171,49.95122,0.00018,6.2439,11.11415,9.61561,6.99317,0.00104,0.62439,6.74341,2.49756,0.74927,4.97e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00017,9.1161,15.73463,15.11024,7.49268,0.00017,16.23415,49.82634,49.95122,49.95122,0.00029,4.99512,11.3639,9.24098,3.62146,0.001,1.1239,6.2439,3.62146,0.37463,0.00013,49.82634,49.95122,50.0761,49.95122,0.00014,8.86634,15.36,14.61073,6.74341,0.00012,14.86049,24.72585,28.72195,49.95122,0.00026,4.99512,10.98927,8.99122,3.74634,0.00068,1.62341,6.36878,3.74634,0.99902,3.87e-05,49.82634,49.95122,49.95122,49.95122,9.5e-05,8.36683,16.10927,15.48488,6.74341,9.09e-05,16.35902,28.72195,49.70146,49.95122,0.00017,5.36976,10.36488,8.99122,6.74341,0.0005,1.1239,6.61854,3.62146,0.99902,4.32e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00019,8.61659,15.36,14.61073,6.49366,0.00018,16.10927,49.82634,49.82634,49.95122,0.00032,5.24488,11.11415,8.86634,4.62049,0.00315,0.62439,5.24488,2.2478,0.62439,0.00013,49.82634,49.95122,50.0761,49.95122,0.00017,8.49171,14.98537,14.48585,7.86732,0.00014,14.36098,23.85171,26.59902,49.95122,0.00032,4.87024,11.11415,8.49171,4.62049,0.00216,0.74927,5.36976,2.62244,0.62439,3.99e-05,49.82634,49.95122,49.95122,49.95122,0.00011,8.74146,15.73463,14.73561,7.3678,9.99e-05,15.60976,28.59707,40.08585,49.95122,0.00017,5.49463,11.11415,9.1161,5.24488,0.00068,0.87415,6.49366,3.12195,0.49951,4.39e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00019,9.49073,15.23512,14.61073,6.99317,0.0002,14.73561,49.70146,49.82634,49.95122,0.0003,5.49463,12.36293,9.49073,3.87122,0.00098,0.99902,6.49366,3.62146,0.37463,0.00013,49.82634,49.95122,49.95122,49.95122,0.0002,10.36488,14.86049,14.61073,14.2361,0.00019,14.2361,22.47805,25.22537,14.2361,0.00028,5.49463,13.23707,10.24,3.74634,0.00075,1.37366,6.49366,3.62146,0.99902,4.41e-05,49.82634,49.82634,49.95122,49.95122,0.00013,9.24098,15.48488,14.86049,9.61561,0.00012,14.86049,27.47317,34.84098,49.95122,0.0002,5.61951,11.48878,9.49073,5.74439,0.00049,1.49854,6.49366,3.87122,0.87415,4.71e-05,49.82634,49.82634,49.95122,49.95122
NREM,0.00017,9.49073,15.85951,14.86049,6.74341,0.00017,15.98439,49.82634,49.95122,49.95122,0.0003,4.87024,11.11415,9.24098,3.87122,0.00147,0.99902,5.86927,3.24683,0.99902,0.00013,49.82634,49.95122,50.0761,49.95122,0.00015,9.61561,15.11024,14.36098,10.36488,0.00013,13.98634,24.10146,27.47317,49.95122,0.00026,4.74537,11.48878,9.36585,3.62146,0.00117,1.1239,5.74439,3.49659,0.99902,3.83e-05,49.82634,49.95122,49.95122,49.95122,9.22e-05,8.49171,16.10927,15.60976,6.99317,9.34e-05,16.10927,28.72195,47.82829,49.95122,0.00016,5.49463,11.23902,8.61659,3.87122,0.00048,0.99902,6.49366,3.74634,0.87415,4.36e-05,49.82634,49.95122,49.95122,49.95122
NREM,0.00038,10.48976,18.2322,17.98244,10.36488,0.00056,17.85756,25.22537,30.47024,49.95122,0.00045,5.99415,13.1122,10.86439,4.62049,0.00278,0.62439,6.11902,2.62244,0.62439,0.00019,49.82634,49.95122,49.95122,49.95122,0.00034,10.61463,18.2322,17.98244,10.48976,0.00048,17.48293,23.85171,25.35024,18.10732,0.0004,5.99415,13.23707,10.86439,4.62049,0.00153,0.74927,6.61854,3.24683,0.74927,8.56e-05,31.96878,49.82634,49.95122,49.95122,0.00028,10.11512,18.10732,17.6078,6.49366,0.00038,17.6078,24.60098,26.09951,49.95122,0.00033,6.2439,12.98732,10.48976,6.49366,0.00082,0.87415,7.11805,3.74634,0.49951,7.92e-05,37.21366,49.82634,49.95122,49.95122
NREM,0.00019,9.36585,15.85951,14.73561,6.74341,0.00021,16.85854,39.46146,49.82634,49.95122,0.00032,5.49463,11.61366,9.49073,3.87122,0.00123,1.24878,6.36878,3.37171,0.87415,0.00014,49.82634,49.95122,50.0761,49.95122,0.00018,8.36683,15.48488,14.61073,6.74341,0.00016,15.23512,27.09854,30.84488,49.95122,0.00035,4.99512,10.98927,8.36683,3.87122,0.00121,1.49854,6.2439,3.49659,0.74927,5.03e-05,49.82634,49.95122,49.95122,49.95122,0.00012,8.49171,16.60878,15.60976,7.24293,0.00013,17.6078,29.84585,37.08878,49.95122,0.0002,5.74439,11.11415,8.86634,6.49366,0.0006,0.99902,6.61854,3.74634,0.99902,5.85e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.00017,9.1161,15.98439,14.98537,6.74341,0.00018,16.73366,49.70146,49.95122,49.95122,0.00028,5.36976,11.48878,9.24098,2.8722,0.00197,0.87415,5.49463,2.62244,0.74927,0.00013,49.95122,49.95122,50.0761,49.95122,0.00016,9.24098,15.23512,14.73561,10.36488,0.00014,14.73561,25.10049,29.72098,49.95122,0.00026,5.36976,11.23902,9.36585,4.62049,0.00179,0.87415,5.61951,2.62244,0.74927,4.32e-05,49.82634,49.95122,50.0761,49.95122,9.71e-05,8.36683,16.4839,15.73463,6.49366,0.0001,17.10829,29.72098,40.96,49.95122,0.00018,5.49463,10.86439,8.49171,3.87122,0.00081,0.87415,6.2439,2.99707,0.62439,4.78e-05,49.82634,49.95122,50.0761,49.95122
NREM,0.0002,9.61561,14.98537,14.36098,6.86829,0.00019,15.11024,49.82634,49.95122,50.0761,0.00031,5.36976,11.23902,9.74049,3.87122,0.00141,1.1239,5.99415,3.12195,0.49951,0.00013,49.95122,49.95122,50.0761,50.0761,0.00017,9.49073,14.98537,14.48585,6.86829,0.00015,14.2361,24.4761,27.8478,14.36098,0.0003,5.24488,11.23902,9.49073,3.87122,0.00141,1.24878,5.74439,3.12195,0.49951,4.15e-05,49.95122,49.95122,50.0761,50.0761,0.00011,9.1161,15.85951,14.86049,9.61561,0.00011,15.73463,28.72195,37.33854,50.0761,0.0002,5.24488,10.86439,9.24098,4.74537,0.00063,1.24878,6.36878,3.62146,0.99902,4.65e-05,49.95122,49.95122,50.0761,50.0761
NREM,0.00017,9.61561,15.36,14.48585,6.36878,0.00018,15.73463,49.82634,49.95122,49.95122,0.00027,5.49463,11.48878,9.86537,3.87122,0.00126,0.87415,6.2439,3.12195,0.87415,0.00013,49.95122,49.95122,50.0761,49.95122,0.00015,9.24098,14.86049,14.48585,6.36878,0.00013,14.36098,26.09951,30.22049,49.95122,0.00025,5.36976,11.23902,9.49073,3.87122,0.00109,0.99902,6.11902,3.24683,0.87415,4.11e-05,49.82634,49.95122,50.0761,49.95122,0.00012,8.86634,15.48488,14.61073,6.74341,0.00011,16.10927,29.22146,39.21171,49.95122,0.00019,5.74439,10.73951,9.24098,5.24488,0.00053,1.37366,6.61854,3.62146,0.87415,4.9e-05,49.82634,49.95122,50.0761,49.95122
